restaurant,item,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein,vit_a,vit_c,calcium,salad
Sonic,"All Beef Regular Hot Dog â€“ 6""",0.124481328,0.125984252,0.127659574,0.14893617,0,0.049689441,0.140972795,0.173076923,0.058823529,0.034482759,0.054054054,0,0.005,0.027586207,Other
Sonic,Cheesy Bacon Pretzel Dog - 6 In.,0.199170124,0.188976378,0.184397163,0.212765957,0,0.062111801,0.230008244,0.294871795,0.117647059,0.08045977,0.075675676,0.005555556,0.0075,0.027586207,Other
Sonic,Corn Dog,0.078838174,0.078740157,0.078014184,0.085106383,0,0.02484472,0.084913438,0.147435897,0.117647059,0.045977011,0.027027027,0,0,0.013793103,Other
Sonic,Footlong Quarter Pound Coney,0.336099585,0.385826772,0.382978723,0.468085106,0.125,0.105590062,0.317394889,0.346153846,0.176470588,0.103448276,0.156756757,0.083333333,0.01,0.103448276,Other
Sonic,The Original Pretzel Dog,0.124481328,0.125984252,0.127659574,0.14893617,0,0.043478261,0.147568013,0.173076923,0.058823529,0.022988506,0.054054054,0,0,0.013793103,Other
Arbys,Arby's Melt,0.128630705,0.078740157,0.078014184,0.085106383,0,0.037267081,0.149216818,0.256410256,0.117647059,0.057471264,0.091891892,0.011111111,0,0.027586207,Other
Arbys,Arby-Q Sandwich,0.157676349,0.070866142,0.070921986,0.063829787,0,0.037267081,0.200329761,0.371794872,0.176470588,0.264367816,0.091891892,0.022222222,0.025,0.034482759,Other
Arbys,Beef 'n Cheddar Classic,0.178423237,0.141732283,0.141843972,0.127659574,0.125,0.062111801,0.208573784,0.288461538,0.117647059,0.103448276,0.118918919,0.011111111,0.005,0.051724138,Other
Arbys,Beef 'n Cheddar Mid,0.253112033,0.228346457,0.226950355,0.234042553,0.1875,0.124223602,0.343775763,0.307692308,0.117647059,0.103448276,0.205405405,0.011111111,0.005,0.051724138,Other
Arbys,Bourbon BBQ Brisket Sandwich,0.261410788,0.236220472,0.234042553,0.255319149,0.125,0.130434783,0.238252267,0.326923077,0.117647059,0.172413793,0.2,0.055555556,0.025,0.068965517,Other
Arbys,Bourbon BBQ Chicken Sandwich,0.278008299,0.220472441,0.219858156,0.191489362,0,0.111801242,0.325638912,0.423076923,0.176470588,0.183908046,0.2,0.055555556,0.025,0.068965517,Other
Arbys,Bourbon BBQ Steak Sandwich,0.278008299,0.220472441,0.219858156,0.191489362,0,0.111801242,0.325638912,0.423076923,0.176470588,0.183908046,0.2,0.055555556,0.025,0.068965517,Other
Arbys,Buttermilk Buffalo Chicken Sandwich,0.215767635,0.173228346,0.170212766,0.095744681,0,0.074534161,0.345424567,0.33974359,0.117647059,0.068965517,0.151351351,0.055555556,0.025,0.068965517,Other
Arbys,Buttermilk Chicken Bacon & Swiss,0.261410788,0.220472441,0.219858156,0.191489362,0,0.111801242,0.286067601,0.358974359,0.117647059,0.103448276,0.205405405,0.055555556,0.025,0.068965517,Other
Arbys,Buttermilk Chicken Cordon Bleu Sandwich,0.278008299,0.244094488,0.24822695,0.212765957,0,0.136645963,0.327287716,0.33974359,0.058823529,0.08045977,0.216216216,0.055555556,0.025,0.068965517,Other
Arbys,Buttermilk Crispy Chicken Sandwich,0.219917012,0.181102362,0.184397163,0.095744681,0,0.074534161,0.241549876,0.333333333,0.117647059,0.068965517,0.151351351,0.055555556,0.025,0.068965517,Other
Arbys,Classic French Dip & Swiss/Au Jus,0.215767635,0.165354331,0.163120567,0.234042553,0.125,0.105590062,0.409727947,0.320512821,0.117647059,0.034482759,0.183783784,0.011111111,0.02,0.051724138,Other
Arbys,Classic Roast Beef,0.141078838,0.094488189,0.09929078,0.106382979,0.0625,0.062111801,0.157460841,0.237179487,0.117647059,0.057471264,0.118918919,0,0,0.020689655,Other
Arbys,Double Roast Beef,0.203319502,0.165354331,0.170212766,0.191489362,0.1875,0.118012422,0.262984336,0.243589744,0.117647059,0.057471264,0.2,0,0,0.020689655,Other
Arbys,Fire-Roasted Philly Steak,0.257261411,0.228346457,0.226950355,0.234042553,0.0625,0.130434783,0.319043693,0.294871795,0.176470588,0.045977011,0.221621622,0.055555556,0.025,0.068965517,Other
Arbys,Grand Turkey Club,0.190871369,0.173228346,0.170212766,0.14893617,0,0.080745342,0.262984336,0.237179487,0.117647059,0.103448276,0.156756757,0.083333333,0.025,0.051724138,Other
Arbys,Greek Gyro,0.286307054,0.307086614,0.312056738,0.276595745,0,0.093167702,0.221764221,0.352564103,0.235294118,0.068965517,0.118918919,0.055555556,0.025,0.068965517,Other
Arbys,Half Pound Beef 'n Cheddar Sandwich,0.298755187,0.275590551,0.276595745,0.29787234,0.25,0.161490683,0.414674361,0.307692308,0.117647059,0.103448276,0.259459459,0.055555556,0.025,0.068965517,Other
Arbys,Half Pound French Dip & Swiss,0.302904564,0.25984252,0.255319149,0.361702128,0.25,0.186335404,0.54987634,0.326923077,0.117647059,0.034482759,0.291891892,0.055555556,0.025,0.068965517,Other
Arbys,Half Pound Roast Beef Sandwich,0.244813278,0.212598425,0.212765957,0.255319149,0.25,0.161490683,0.333882935,0.243589744,0.117647059,0.057471264,0.254054054,0.055555556,0.025,0.068965517,Other
Arbys,Ham & Swiss Melt,0.116182573,0.062992126,0.063829787,0.085106383,0,0.043478261,0.167353669,0.237179487,0.117647059,0.068965517,0.091891892,0.011111111,0,0.051724138,Other
Arbys,Loaded Italian Sandwich,0.273858921,0.283464567,0.283687943,0.29787234,0.0625,0.124223602,0.371805441,0.314102564,0.176470588,0.08045977,0.167567568,0.055555556,0.025,0.068965517,Other
Arbys,Pecan Chicken Salad Flatbread,0.286307054,0.322834646,0.326241135,0.14893617,0.0625,0.080745342,0.159109646,0.33974359,0.235294118,0.103448276,0.113513514,0.055555556,0.025,0.068965517,Other
Arbys,Pecan Chicken Salad Sandwich,0.340248963,0.31496063,0.312056738,0.127659574,0.0625,0.093167702,0.197032152,0.519230769,0.352941176,0.229885057,0.172972973,0.055555556,0.02,0.086206897,Other
Arbys,2 piece Prime-Cut Chicken Tenders,0.091286307,0.078740157,0.078014184,0.031914894,0,0.037267081,0.103050289,0.121794872,0.058823529,0,0.081081081,0,0,0.006896552,Other
Arbys,3 piece Prime-Cut Chicken Tenders,0.141078838,0.118110236,0.120567376,0.053191489,0,0.055900621,0.154163232,0.179487179,0.117647059,0,0.118918919,0,0.01,0.006896552,Other
Arbys,5 piece Prime-Cut Chicken Tenders,0.2406639,0.196850394,0.19858156,0.085106383,0,0.093167702,0.259686727,0.301282051,0.176470588,0,0.205405405,0,0.02,0.006896552,Other
Arbys,Reuben Sandwich,0.273858921,0.220472441,0.219858156,0.170212766,0.0625,0.099378882,0.39653751,0.397435897,0.235294118,0.057471264,0.194594595,0.033333333,0.05,0.120689655,Other
Arbys,Roast Beef Gyro,0.219917012,0.204724409,0.205673759,0.14893617,0.125,0.074534161,0.210222589,0.307692308,0.176470588,0.057471264,0.124324324,0.055555556,0.0375,0.034482759,Other
Arbys,Roast Turkey & Swiss Sandwich,0.286307054,0.204724409,0.19858156,0.14893617,0,0.080745342,0.315746084,0.506410256,0.294117647,0.172413793,0.2,0.111111111,0.025,0.155172414,Other
Arbys,Roast Turkey & Swiss Wrap,0.20746888,0.188976378,0.191489362,0.191489362,0,0.080745342,0.26793075,0.25,0.235294118,0.068965517,0.156756757,0.111111111,0.025,0.120689655,Other
Arbys,"Roast Turkey, Ranch & Bacon Sandwich",0.323651452,0.244094488,0.241134752,0.212765957,0.0625,0.099378882,0.39653751,0.506410256,0.294117647,0.183908046,0.237837838,0.111111111,0.025,0.155172414,Other
Arbys,"Roast Turkey, Ranch & Bacon Wrap",0.248962656,0.244094488,0.241134752,0.234042553,0.0625,0.105590062,0.348722176,0.25,0.235294118,0.068965517,0.194594595,0.111111111,0.025,0.103448276,Other
Arbys,Smoke Mountain w/ Beef Short Rib,0.298755187,0.251968504,0.24822695,0.276595745,0.125,0.155279503,0.335531739,0.397435897,0.235294118,0.195402299,0.227027027,0.055555556,0.025,0.068965517,Other
Arbys,Smokehouse Beef Short Rib Sandwich,0.236514523,0.196850394,0.418439716,0.212765957,0.125,0.093167702,0.24649629,0.378205128,0.235294118,0.16091954,0.135135135,0.055555556,0.025,0.068965517,Other
Arbys,Smokehouse Brisket,0.2406639,0.244094488,0.24822695,0.255319149,0.125,0.136645963,0.201978566,0.269230769,0.117647059,0.08045977,0.172972973,0.022222222,0.02,0.068965517,Other
Arbys,Super Roast Beef,0.170124481,0.125984252,0.120567376,0.106382979,0.125,0.055900621,0.172300082,0.288461538,0.176470588,0.126436782,0.118918919,0.055555556,0.025,0.027586207,Other
Arbys,Three Cheese Steak Sandwich,0.261410788,0.251968504,0.255319149,0.319148936,0.125,0.142857143,0.287716406,0.282051282,0.117647059,0.103448276,0.156756757,0.055555556,0.025,0.068965517,Other
Arbys,Triple Decker Sandwich,0.419087137,0.361417323,0.361702128,0.361702128,0.125,0.192546584,0.48227535,0.532051282,0.294117647,0.218390805,0.32972973,0.055555556,0.025,0.068965517,Other
Arbys,Turkey Avocado Club,0.294605809,0.198425197,0.19858156,0.127659574,0,0.080745342,0.350370981,0.512820513,0.352941176,0.183908046,0.216216216,0.055555556,0.025,0.068965517,Other
Arbys,Turkey Gyro,0.186721992,0.141732283,0.141843972,0.074468085,0,0.055900621,0.248145095,0.307692308,0.176470588,0.057471264,0.12972973,0.055555556,0.0375,0.034482759,Other
Arbys,Ultimate BLT,0.398340249,0.38976378,0.390070922,0.29787234,0,0.105590062,0.348722176,0.512820513,0.352941176,0.218390805,0.227027027,0.055555556,0.025,0.068965517,Other
Arbys,Buffalo Chicken Slider,0.112033195,0.094488189,0.092198582,0.042553191,0,0.02484472,0.13932399,0.198717949,0.117647059,0.022988506,0.059459459,0.055555556,0.025,0.068965517,Other
Arbys,Chicken Tender 'n Cheese Slider,0.112033195,0.086614173,0.085106383,0.074468085,0,0.031055901,0.116240725,0.192307692,0.058823529,0.011494253,0.075675676,0.055555556,0.025,0.068965517,Other
Arbys,Corned Beef 'n Cheese Slider,0.082987552,0.062992126,0.063829787,0.074468085,0,0.037267081,0.144270404,0.134615385,0.058823529,0.011494253,0.07027027,0.055555556,0.025,0.068965517,Other
Arbys,Ham 'n Cheese Slider,0.078838174,0.05511811,0.056737589,0.063829787,0,0.031055901,0.126133553,0.134615385,0.058823529,0.022988506,0.064864865,0.055555556,0.025,0.068965517,Other
Arbys,Jalapeno Roast Beef 'n Cheese Slider,0.091286307,0.070866142,0.078014184,0.095744681,0,0.037267081,0.107996702,0.134615385,0.058823529,0.011494253,0.07027027,0.055555556,0.025,0.068965517,Other
Arbys,Pizza Slider,0.116182573,0.118110236,0.120567376,0.127659574,0,0.043478261,0.150865622,0.147435897,0.058823529,0.022988506,0.064864865,0.055555556,0.025,0.068965517,Other
Arbys,Roast Beef 'n Cheese Slider,0.091286307,0.070866142,0.078014184,0.095744681,0,0.037267081,0.107996702,0.134615385,0.058823529,0.011494253,0.07027027,0.055555556,0.025,0.068965517,Other
Arbys,Turkey 'n Cheese Slider,0.074688797,0.047244094,0.04964539,0.053191489,0,0.031055901,0.122835944,0.134615385,0.058823529,0.022988506,0.07027027,0.055555556,0.025,0.068965517,Other
Arbys,Chopped Side Salad,0.020746888,0.035433071,0.035460993,0.053191489,0,0.01863354,0.014014839,0.025641026,0.058823529,0.022988506,0.021621622,0.194444444,0.025,0.034482759,Other
Arbys,Crispy Chicken Farmhouse Salad,0.170124481,0.173228346,0.170212766,0.170212766,0,0.080745342,0.162407255,0.166666667,0.235294118,0.045977011,0.145945946,0.333333333,0.05,0.086206897,Other
Arbys,Greek Gyro Salad,0.165975104,0.267716535,0.262411348,0.191489362,0,0.068322981,0.112943116,0.070512821,0.117647059,0.045977011,0.048648649,0.055555556,0.025,0.068965517,Other
Arbys,Roast Turkey Farmhouse Salad,0.087136929,0.094488189,0.092198582,0.14893617,0,0.068322981,0.140972795,0.051282051,0.117647059,0.057471264,0.113513514,0.333333333,0.05,0.086206897,Other
Arbys,Super Greek Salad,0.290456432,0.377952756,0.375886525,0.319148936,0,0.105590062,0.213520198,0.25,0.294117647,0.08045977,0.113513514,0.055555556,0.025,0.068965517,Other
Burger King,American Brewhouse King,0.634854772,0.892913386,0.893617021,1,1,1,0.297609233,0.134615385,0.176470588,0.08045977,0.718918919,0.055555556,0.025,0.068965517,Other
Burger King,Bacon & Swiss Sourdough King,0.406639004,0.460629921,0.460992908,0.510638298,0.375,0.248447205,0.215169002,0.307692308,0.117647059,0.091954023,0.297297297,0.055555556,0.025,0.068965517,Other
Burger King,Bacon Cheeseburger,0.128630705,0.11023622,0.113475177,0.14893617,0,0.068322981,0.134377576,0.205128205,0.058823529,0.08045977,0.091891892,0.055555556,0.025,0.068965517,Other
Burger King,Bacon Cheeseburger Deluxe,0.112033195,0.094488189,0.09929078,0.127659574,0.0625,0.049689441,0.116240725,0.179487179,0.058823529,0.08045977,0.059459459,0.055555556,0.025,0.068965517,Other
Burger King,Bacon King,0.423236515,0.496062992,0.340425532,0.595744681,0.3125,0.273291925,0.31079967,0.307692308,0.058823529,0.114942529,0.302702703,0.055555556,0.025,0.068965517,Other
Burger King,Bacon King Jr,0.294605809,0.276377953,0.276595745,0.191489362,0,0.111801242,0.315746084,0.403846154,0,0.183908046,0.167567568,0.055555556,0.025,0.068965517,Other
Burger King,BBQ Bacon King,0.44813278,0.531496063,0.531914894,0.617021277,0.375,0.273291925,0.302555647,0.326923077,0.176470588,0.149425287,0.302702703,0.055555556,0.025,0.068965517,Other
Burger King,Cheeseburger,0.116182573,0.102362205,0.09929078,0.127659574,0,0.055900621,0.114591921,0.179487179,0.058823529,0.068965517,0.081081081,0.055555556,0.025,0.068965517,Other
Burger King,Double Bacon Cheeseburger,0.20746888,0.220472441,0.219858156,0.29787234,0.125,0.130434783,0.192085738,0.211538462,0.058823529,0.091954023,0.162162162,0.055555556,0.025,0.068965517,Other
Burger King,Double Cheeseburger,0.178423237,0.181102362,0.184397163,0.255319149,0.125,0.118012422,0.155812036,0.185897436,0.058823529,0.068965517,0.135135135,0.055555556,0.025,0.068965517,Other
Burger King,Double Hamburger,0.141078838,0.125984252,0.127659574,0.170212766,0,0.086956522,0.083264633,0.179487179,0.058823529,0.068965517,0.113513514,0.055555556,0.025,0.068965517,Other
Burger King,Double Quarter Pound King,0.365145228,0.382677165,0.382978723,0.531914894,0.375,0.260869565,0.284418796,0.320512821,0.117647059,0.126436782,0.297297297,0.055555556,0.025,0.068965517,Other
Burger King,Extra Long Cheeseburger,0.232365145,0.236220472,0.234042553,0.276595745,0.1875,0.105590062,0.167353669,0.288461538,0.117647059,0.103448276,0.135135135,0.055555556,0.025,0.068965517,Other
Burger King,Farmhouse King,0.497925311,0.566929134,0.567375887,0.595744681,0.375,0.416149068,0.335531739,0.397435897,0.176470588,0.172413793,0.127027027,0.055555556,0.025,0.068965517,Other
Burger King,Hamburger,0.099585062,0.070866142,0.070921986,0.085106383,0,0.043478261,0.078318219,0.179487179,0.058823529,0.068965517,0.064864865,0.055555556,0.025,0.068965517,Other
Burger King,Homestyle Cheeseburger,0.219917012,0.196850394,0.191489362,0.255319149,0.1875,0.118012422,0.185490519,0.307692308,0.117647059,0.114942529,0.156756757,0.055555556,0.025,0.068965517,Other
Burger King,Jalapeno King Sandwich,0.402489627,0.460629921,0.460992908,0.510638298,0.375,0.254658385,0.253091509,0.294871795,0.117647059,0.08045977,0.291891892,0.055555556,0.025,0.068965517,Other
Burger King,Mushroom & Swiss King,0.381742739,0.446456693,0.446808511,0.446808511,0.3125,0.217391304,0.22506183,0.288461538,0.176470588,0.091954023,0.259459459,0.055555556,0.025,0.068965517,Other
Burger King,Rodeo Burger,0.12033195,0.086614173,0.092198582,0.085106383,0.0625,0.031055901,0.071723001,0.243589744,0.058823529,0.103448276,0.043243243,0.055555556,0.025,0.068965517,Other
Burger King,Rodeo King,0.510373444,0.581102362,0.581560284,0.659574468,0.4375,0.285714286,0.371805441,0.442307692,0.176470588,0.16091954,0.318918919,0.055555556,0.025,0.068965517,Other
Burger King,Sourdough King Single,0.294605809,0.304724409,0.304964539,0.340425532,0.1875,0.155279503,0.256389118,0.333333333,0.117647059,0.137931034,0.183783784,0.055555556,0.025,0.068965517,Other
Burger King,Sourdough King Double,0.394190871,0.432283465,0.432624113,0.510638298,0.375,0.254658385,0.26793075,0.333333333,0.117647059,0.137931034,0.291891892,0.055555556,0.025,0.068965517,Other
Burger King,Steakhouse King,0.44813278,0.524409449,0.524822695,0.510638298,0.125,0.223602484,0.264633141,0.378205128,0.176470588,0.149425287,0.264864865,0.055555556,0.025,0.068965517,Other
Burger King,Bacon & Cheese Whopper,0.31120332,0.34015748,0.340425532,0.340425532,0.25,0.118012422,0.221764221,0.301282051,0.117647059,0.103448276,0.151351351,0.055555556,0.025,0.068965517,Other
Burger King,DOUBLE WHOPPER w/o Cheese,0.365145228,0.401574803,0.404255319,0.404255319,0.25,0.173913043,0.170651278,0.326923077,0.176470588,0.126436782,0.248648649,0.055555556,0.025,0.068965517,Other
Burger King,DOUBLE WHOPPER w/ Cheese,0.402489627,0.456692913,0.460992908,0.510638298,0.25,0.198757764,0.241549876,0.33974359,0.176470588,0.126436782,0.275675676,0.055555556,0.025,0.068965517,Other
Burger King,WHOPPER w/o Cheese,0.265560166,0.283464567,0.283687943,0.255319149,0.1875,0.111801242,0.159109646,0.314102564,0.117647059,0.126436782,0.145945946,0.055555556,0.025,0.068965517,Other
Burger King,WHOPPER w/ Cheese,0.307053942,0.338582677,0.333333333,0.340425532,0.125,0.124223602,0.230008244,0.33974359,0.176470588,0.126436782,0.172972973,0.055555556,0.025,0.068965517,Other
Burger King,WHOPPER JR. w/o Cheese,0.132780083,0.133858268,0.134751773,0.106382979,0,0.049689441,0.081615829,0.179487179,0.117647059,0.068965517,0.07027027,0.055555556,0.025,0.068965517,Other
Burger King,WHOPPER JR. w/ Cheese,0.149377593,0.165354331,0.163120567,0.170212766,0.125,0.068322981,0.11788953,0.185897436,0.117647059,0.068965517,0.081081081,0.055555556,0.025,0.068965517,Other
Burger King,Bacon Cheddar Ranch Chicken Salad w/ grilled Chicken & Dressing,0.236514523,0.283464567,0.283687943,0.255319149,0,0.186335404,0.251442704,0.115384615,0.176470588,0.068965517,0.221621622,0.055555556,0.025,0.068965517,Other
Burger King,Bacon Cheddar Ranch Chicken Salad w/ crispy Chicken & Dressing,0.290456432,0.354330709,0.354609929,0.276595745,0,0.149068323,0.320692498,0.205128205,0.294117647,0.08045977,0.189189189,0.055555556,0.025,0.068965517,Other
Burger King,Chicken BLT Salad w/ Grilled Chicken,0.219917012,0.25984252,0.262411348,0.212765957,0,0.142857143,0.26793075,0.108974359,0.176470588,0.057471264,0.189189189,0.055555556,0.025,0.068965517,Other
Burger King,Chicken BLT Salad w/ Crispy Chicken,0.278008299,0.338582677,0.340425532,0.255319149,0.125,0.124223602,0.286067601,0.198717949,0.235294118,0.091954023,0.183783784,0.055555556,0.025,0.068965517,Other
Burger King,Chicken Caesar Salad w/ Grilled Chicken,0.211618257,0.228346457,0.226950355,0.106382979,0,0.118012422,0.26793075,0.166666667,0.176470588,0.068965517,0.183783784,0.055555556,0.025,0.068965517,Other
Burger King,Chicken Caesar Salad w/ Crispy Chicken,0.269709544,0.299212598,0.304964539,0.14893617,0,0.099378882,0.287716406,0.256410256,0.294117647,0.091954023,0.178378378,0.055555556,0.025,0.068965517,Other
Burger King,"Chicken, Apple & Cranberry Salad w/ Grilled Chicken",0.22406639,0.212598425,0.212765957,0.14893617,0,0.111801242,0.159109646,0.256410256,0.235294118,0.390804598,0.151351351,0.055555556,0.025,0.068965517,Other
Burger King,"Chicken, Apple & Cranberry Salad w/ Crispy Chicken",0.282157676,0.291338583,0.290780142,0.191489362,0,0.099378882,0.177246496,0.346153846,0.294117647,0.425287356,0.145945946,0.055555556,0.025,0.068965517,Other
Burger King,"Garden Grilled Chicken Salad w/ Grilled Chicken, no dressing",0.124481328,0.094488189,0.09929078,0.127659574,0,0.142857143,0.104699093,0.102564103,0.117647059,0.045977011,0.189189189,0.055555556,0.025,0.068965517,Other
Burger King,"Garden Grilled Chicken Salad w/ Crispy Chicken, no dressing",0.178423237,0.173228346,0.170212766,0.14893617,0,0.105590062,0.173948887,0.192307692,0.294117647,0.068965517,0.151351351,0.055555556,0.025,0.068965517,Other
Burger King,Side Caesar Salad with dressing,0.082987552,0.141732283,0.141843972,0.085106383,0,0.01242236,0.086562242,0.044871795,0.117647059,0.034482759,0.027027027,0.055555556,0.025,0.068965517,Other
Burger King,Side Garden Salad and Avocado Ranch Dressing,0.087136929,0.149606299,0.14893617,0.106382979,0,0.037267081,0.083264633,0.044871795,0.117647059,0.034482759,0.021621622,0.055555556,0.025,0.068965517,Other
Burger King,Bacon Cheddar Ranch Crispy Chicken Sandwich,0.336099585,0.368503937,0.368794326,0.29787234,0.0625,0.136645963,0.343775763,0.365384615,0.176470588,0.103448276,0.178378378,0.055555556,0.025,0.068965517,Other
Burger King,BBQ Bacon Crispy Chicken Sandwich,0.174273859,0.191338583,0.191489362,0.095744681,0,0.01863354,0.101401484,0.282051282,0.176470588,0.149425287,0.032432432,0.055555556,0.025,0.068965517,Other
Burger King,Big Fish Sandwich,0.211618257,0.196850394,0.191489362,0.095744681,0,0.037267081,0.221764221,0.346153846,0.117647059,0.08045977,0.086486486,0.055555556,0.025,0.068965517,Other
Burger King,BK VEGGIE Burger,0.161825726,0.118110236,0.113475177,0.063829787,0,0.00621118,0.167353669,0.282051282,0.411764706,0.091954023,0.113513514,0.055555556,0.025,0.068965517,Other
Burger King,Chicken Burger,0.190871369,0.173228346,0.177304965,0.053191489,0,0.00621118,0.188788129,0.269230769,0.117647059,0.114942529,0.113513514,0.055555556,0.025,0.068965517,Other
Burger King,Chicken Cordon Bleu Sandwich,0.294605809,0.276377953,0.276595745,0.191489362,0,0.111801242,0.315746084,0.403846154,0.176470588,0.183908046,0.167567568,0.055555556,0.025,0.068965517,Other
Burger King,Chicken Fries,0.112033195,0.118110236,0.120567376,0.063829787,0.1875,0.049689441,0.126133553,0.115384615,0.058823529,0.011494253,0.081081081,0.055555556,0.025,0.068965517,Other
Burger King,4 Piece Chicken Nuggets,0.070539419,0.078740157,0.078014184,0.042553191,0,0.031055901,0.048639736,0.064102564,0.058823529,0,0.048648649,0.055555556,0.025,0.068965517,Other
Burger King,6 Piece Chicken Nuggets,0.112033195,0.118110236,0.120567376,0.063829787,0,0.049689441,0.073371805,0.096153846,0.058823529,0,0.075675676,0.055555556,0.025,0.068965517,Other
Burger King,20 Piece Chicken Nuggets,0.385892116,0.393700787,0.390070922,0.234042553,0,0.161490683,0.249793899,0.320512821,0.294117647,0,0.27027027,0.055555556,0.025,0.068965517,Other
Burger King,Chicken Nuggets (10pc),0.186721992,0.204724409,0.205673759,0.106382979,0,0.062111801,0.144270404,0.217948718,0.294117647,0,0.108108108,0.055555556,0.025,0.068965517,Other
Burger King,Chicken Parmesan Sandwich,0.228215768,0.177165354,0.177304965,0.170212766,0,0.086956522,0.218466612,0.365384615,0.176470588,0.103448276,0.167567568,0.055555556,0.025,0.068965517,Other
Burger King,Crispy Buffalo Chicken Melt,0.232365145,0.198425197,0.19858156,0.170212766,0.0625,0.086956522,0.37840066,0.358974359,0.176470588,0.091954023,0.156756757,0.055555556,0.025,0.068965517,Other
Burger King,Crispy Chicken Jr.,0.170124481,0.196850394,0.19858156,0.095744681,0,0.037267081,0.122835944,0.217948718,0.117647059,0.045977011,0.059459459,0.055555556,0.025,0.068965517,Other
Burger King,Crispy Chicken Sandwich,0.269709544,0.291338583,0.290780142,0.14893617,0.0625,0.074534161,0.173948887,0.346153846,0.117647059,0.08045977,0.118918919,0.055555556,0.025,0.068965517,Other
Burger King,Grilled Chicken Sandwich,0.186721992,0.133858268,0.134751773,0.074468085,0,0.105590062,0.137675185,0.25,0.117647059,0.068965517,0.194594595,0.055555556,0.025,0.068965517,Other
Burger King,Grilled Chili Cheese Dog,0.128630705,0.133858268,0.134751773,0.170212766,0.125,0.049689441,0.159109646,0.179487179,0.117647059,0.057471264,0.07027027,0.055555556,0.025,0.068965517,Other
Burger King,Grilled Hot Dog,0.12033195,0.11023622,0.113475177,0.127659574,0.125,0.037267081,0.155812036,0.205128205,0.117647059,0.114942529,0.054054054,0.055555556,0.025,0.068965517,Other
Burger King,Jalapeno Chicken Fries,0.116182573,0.125984252,0.127659574,0.063829787,0,0.049689441,0.154163232,0.121794872,0.058823529,0.011494253,0.075675676,0.055555556,0.025,0.068965517,Other
Burger King,Original Chicken Sandwich,0.253112033,0.275590551,0.276595745,0.14893617,0.125,0.080745342,0.226710635,0.294871795,0.176470588,0.045977011,0.124324324,0.055555556,0.025,0.068965517,Other
Burger King,Pretzel Chicken Fries,0.132780083,0.148818898,0.14893617,0.074468085,0,0.055900621,0.195383347,0.134615385,0.058823529,0.011494253,0.081081081,0.055555556,0.025,0.068965517,Other
Burger King,Rodeo Crispy Chicken Sandwich,0.161825726,0.118110236,0.120567376,0.063829787,0,0.02484472,0.140972795,0.33974359,0.117647059,0.16091954,0.059459459,0.055555556,0.025,0.068965517,Other
Burger King,Sourdough Chicken Club,0.340248963,0.361417323,0.361702128,0.255319149,0.125,0.118012422,0.287716406,0.397435897,0.176470588,0.08045977,0.167567568,0.055555556,0.025,0.068965517,Other
Burger King,4 Piece Spicy Chicken Nuggets,0.078838174,0.106299213,0.106382979,0.063829787,0,0.02484472,0.091508656,0.070512821,0.117647059,0,0.037837838,0.055555556,0.025,0.068965517,Other
Burger King,Spicy Chicken Nuggets,0.211618257,0.262204724,0.262411348,0.14893617,0,0.068322981,0.231657049,0.179487179,0.176470588,0,0.102702703,0.055555556,0.025,0.068965517,Other
Burger King,Spicy Crispy Chicken Jr.,0.161825726,0.173228346,0.177304965,0.095744681,0,0.043478261,0.137675185,0.224358974,0.117647059,0.057471264,0.059459459,0.055555556,0.025,0.068965517,Other
Burger King,Spicy Crispy Chicken Sandwich,0.282157676,0.297637795,0.29787234,0.14893617,0,0.080745342,0.185490519,0.365384615,0.176470588,0.091954023,0.12972973,0.055555556,0.025,0.068965517,Other
Burger King,Spicy Crispy Jalapeno Chicken Sandwich,0.307053942,0.318897638,0.319148936,0.234042553,0,0.118012422,0.281121187,0.371794872,0.176470588,0.091954023,0.167567568,0.055555556,0.025,0.068965517,Other
Dairy Queen,1/2 lb. FlameThrowerÂ® GrillBurger,0.406639004,0.519685039,0.524822695,0.553191489,0.25,0.211180124,0.262984336,0.256410256,0.117647059,0.103448276,0.243243243,0.138888889,0.02,0.103448276,Other
Dairy Queen,1/2 lb. GrillBurger with Cheese,0.323651452,0.362204724,0.361702128,0.425531915,0.25,0.167701863,0.208573784,0.282051282,0.176470588,0.149425287,0.210810811,0.138888889,0.015,0.120689655,Other
Dairy Queen,1/4 lb. Bacon Cheese GrillBurger,0.253112033,0.25984252,0.262411348,0.276595745,0.125,0.118012422,0.20362737,0.282051282,0.117647059,0.149425287,0.156756757,0.111111111,0.015,0.086206897,Other
Dairy Queen,1/4 lb. GrillBurger with Cheese,0.215767635,0.212598425,0.212765957,0.234042553,0.125,0.086956522,0.165704864,0.282051282,0.176470588,0.149425287,0.118918919,0.111111111,0.015,0.086206897,Other
Dairy Queen,1/4 lb. Mushroom Swiss GrillBurger,0.228215768,0.244094488,0.24822695,0.234042553,0.125,0.093167702,0.132728772,0.25,0.117647059,0.091954023,0.124324324,0.011111111,0,0.086206897,Other
Dairy Queen,Original Cheeseburger,0.157676349,0.125984252,0.127659574,0.191489362,0.125,0.080745342,0.150865622,0.217948718,0.058823529,0.091954023,0.097297297,0.055555556,0,0.034482759,Other
